Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH
2020-04-13,,,,92.0,48.0,,68.0,364.0,2.0,34.0,24.0,40.0,67.0,7.0,,58.0,16.0,23.0,,29.0,274.0,4.0,291.0,108.0,13.0,154.0,1887.0
2020-04-14,78.0,,,85.0,48.0,86.0,68.0,365.0,2.0,34.0,21.0,47.0,60.0,7.0,0.0,59.0,10.0,22.0,,32.0,274.0,3.0,274.0,102.0,13.0,149.0,1847.0
2020-04-15,69.0,,,82.0,45.0,80.0,61.0,352.0,2.0,36.0,17.0,46.0,54.0,7.0,0.0,47.0,11.0,22.0,,25.0,265.0,3.0,244.0,96.0,13.0,136.0,1721.0
2020-04-16,61.0,,,70.0,46.0,76.0,60.0,350.0,4.0,37.0,18.0,40.0,52.0,5.0,0.0,56.0,10.0,22.0,,24.0,249.0,2.0,236.0,94.0,9.0,135.0,1664.0
2020-04-17,58.0,,,69.0,40.0,68.0,66.0,329.0,4.0,33.0,18.0,40.0,44.0,4.0,0.0,41.0,8.0,20.0,,22.0,254.0,2.0,220.0,87.0,8.0,123.0,1566.0
2020-04-18,,,,71.0,44.0,,64.0,315.0,4.0,29.0,17.0,26.0,44.0,4.0,,44.0,11.0,19.0,,18.0,244.0,2.0,217.0,86.0,6.0,114.0,1513.0
2020-04-19,,,,78.0,40.0,,61.0,315.0,4.0,28.0,16.0,26.0,43.0,4.0,,45.0,6.0,19.0,,18.0,237.0,2.0,218.0,84.0,11.0,116.0,1505.0
2020-04-20,45.0,,,71.0,40.0,,62.0,321.0,5.0,29.0,14.0,33.0,44.0,4.0,0.0,42.0,6.0,19.0,,19.0,237.0,2.0,199.0,81.0,11.0,121.0,1481.0
2020-04-21,43.0,,,66.0,33.0,54.0,60.0,304.0,3.0,27.0,12.0,35.0,37.0,4.0,0.0,48.0,10.0,19.0,,19.0,236.0,2.0,185.0,78.0,9.0,110.0,1402.0
2020-04-22,37.0,,,67.0,33.0,49.0,57.0,288.0,3.0,26.0,12.0,,37.0,4.0,0.0,52.0,10.0,18.0,,18.0,213.0,3.0,172.0,79.0,6.0,110.0,1337.0
2020-04-23,35.0,,5.0,66.0,32.0,42.0,57.0,284.0,3.0,26.0,11.0,38.0,35.0,4.0,0.0,37.0,8.0,15.0,,16.0,215.0,4.0,170.0,75.0,6.0,96.0,1282.0
2020-04-24,40.0,,4.0,60.0,24.0,40.0,55.0,278.0,3.0,29.0,12.0,,36.0,3.0,0.0,43.0,4.0,15.0,,16.0,214.0,3.0,157.0,72.0,6.0,83.0,1237.0
2020-04-25,,,,61.0,23.0,,54.0,271.0,3.0,28.0,12.0,32.0,35.0,3.0,,,6.0,13.0,,18.0,198.0,3.0,162.0,74.0,6.0,77.0,1208.0
2020-04-26,,,,54.0,21.0,,54.0,271.0,3.0,28.0,12.0,26.0,32.0,3.0,,38.0,9.0,12.0,,16.0,192.0,3.0,169.0,76.0,6.0,75.0,1186.0
2020-04-27,42.0,,2.0,54.0,17.0,,55.0,270.0,3.0,29.0,10.0,32.0,28.0,2.0,0.0,39.0,12.0,13.0,,16.0,188.0,4.0,156.0,67.0,7.0,73.0,1161.0
2020-04-28,39.0,,4.0,47.0,15.0,28.0,49.0,277.0,3.0,27.0,10.0,29.0,26.0,2.0,1.0,44.0,10.0,13.0,,16.0,186.0,5.0,144.0,63.0,7.0,84.0,1131.0
2020-04-29,38.0,,2.0,44.0,12.0,26.0,48.0,254.0,3.0,23.0,9.0,31.0,26.0,2.0,2.0,44.0,12.0,12.0,,10.0,172.0,5.0,135.0,62.0,6.0,82.0,1062.0
2020-04-30,33.0,,2.0,39.0,9.0,24.0,46.0,252.0,2.0,21.0,8.0,31.0,25.0,1.0,0.0,37.0,8.0,12.0,,9.0,162.0,4.0,127.0,62.0,6.0,61.0,983.0
2020-05-01,34.0,,6.0,40.0,8.0,,43.0,242.0,2.0,21.0,8.0,40.0,26.0,1.0,0.0,36.0,7.0,12.0,,9.0,142.0,3.0,114.0,60.0,4.0,43.0,927.0
2020-05-02,,,3.0,44.0,8.0,,38.0,235.0,2.0,19.0,8.0,40.0,26.0,1.0,,,7.0,11.0,,9.0,134.0,0.0,93.0,60.0,3.0,41.0,878.0
2020-05-03,,,3.0,41.0,10.0,,35.0,238.0,2.0,18.0,8.0,40.0,26.0,1.0,,,6.0,11.0,,9.0,132.0,0.0,94.0,61.0,3.0,42.0,876.0
2020-05-04,38.0,,6.0,35.0,9.0,,36.0,236.0,2.0,16.0,8.0,34.0,25.0,1.0,0.0,29.0,4.0,11.0,,9.0,129.0,2.0,93.0,56.0,3.0,43.0,851.0
2020-05-05,23.0,,6.0,38.0,8.0,21.0,35.0,234.0,2.0,18.0,8.0,37.0,21.0,1.0,0.0,,6.0,10.0,,11.0,117.0,2.0,82.0,52.0,4.0,54.0,821.0
2020-05-06,24.0,,8.0,34.0,6.0,21.0,34.0,231.0,2.0,20.0,9.0,32.0,22.0,1.0,0.0,29.0,5.0,11.0,,10.0,109.0,3.0,74.0,49.0,3.0,53.0,792.0
2020-05-07,19.0,,5.0,37.0,6.0,20.0,30.0,214.0,2.0,14.0,7.0,31.0,20.0,1.0,0.0,,7.0,11.0,,12.0,107.0,2.0,69.0,44.0,2.0,50.0,741.0
2020-05-08,16.0,,5.0,39.0,5.0,19.0,30.0,208.0,2.0,13.0,6.0,28.0,16.0,0.0,0.0,,4.0,11.0,,9.0,92.0,3.0,66.0,42.0,2.0,47.0,694.0
2020-05-09,,,,36.0,3.0,,30.0,199.0,2.0,13.0,6.0,,17.0,1.0,,,5.0,,,9.0,81.0,3.0,69.0,41.0,2.0,37.0,664.0
2020-05-10,,,,36.0,2.0,,26.0,198.0,3.0,11.0,6.0,,13.0,1.0,,,6.0,,,9.0,77.0,3.0,69.0,42.0,1.0,40.0,653.0
2020-05-11,14.0,,7.0,36.0,3.0,,26.0,196.0,2.0,12.0,4.0,29.0,13.0,0.0,0.0,22.0,4.0,7.0,,9.0,80.0,1.0,71.0,42.0,1.0,44.0,644.0
2020-05-12,9.0,,5.0,35.0,3.0,15.0,26.0,193.0,2.0,12.0,4.0,32.0,13.0,0.0,0.0,,8.0,12.0,,12.0,79.0,3.0,71.0,39.0,1.0,44.0,642.0
2020-05-13,8.0,,,34.0,2.0,,25.0,186.0,2.0,11.0,2.0,29.0,12.0,0.0,0.0,10.0,6.0,12.0,,8.0,76.0,3.0,69.0,36.0,0.0,38.0,591.0
2020-05-14,10.0,,,29.0,3.0,,20.0,175.0,2.0,11.0,2.0,29.0,11.0,0.0,0.0,,6.0,11.0,,8.0,71.0,3.0,64.0,34.0,0.0,36.0,557.0
2020-05-15,12.0,,4.0,27.0,1.0,11.0,19.0,174.0,2.0,9.0,2.0,27.0,11.0,0.0,0.0,11.0,6.0,6.0,,8.0,63.0,,61.0,31.0,0.0,33.0,523.0
2020-05-16,,,,27.0,1.0,,18.0,167.0,,9.0,2.0,,,0.0,,,,,,8.0,59.0,4.0,59.0,31.0,0.0,32.0,509.0
2020-05-17,,,,27.0,3.0,,17.0,167.0,,7.0,2.0,,,0.0,,,,,,8.0,57.0,5.0,60.0,31.0,0.0,33.0,509.0
2020-05-18,7.0,,1.0,29.0,3.0,,16.0,171.0,2.0,4.0,2.0,26.0,,0.0,0.0,8.0,5.0,,,7.0,56.0,5.0,55.0,30.0,0.0,33.0,490.0
2020-05-19,,,,25.0,3.0,,15.0,,2.0,,,23.0,,,0.0,,8.0,,,7.0,53.0,3.0,,,0.0,30.0,477.0
